,A,B,Category
163,1.2235404279412587,-0.5131935290256142,1
164,3.697180840170585,1.0619753001192964,1
165,-2.81026213997282,2.475336207347678,2
166,0.6224748977547062,4.407718433233929,0
167,0.7194003812145782,4.597258725098213,0
168,0.2114881069952924,4.867788836939603,0
169,1.9336335331348893,1.733468449891117,1
170,2.49595858336768,3.3151229418206776,1
171,1.9351576673364654,6.202708350324887,0
172,-2.505309575522807,3.878153058854676,2
173,-0.06942300363885368,2.5700339187255032,1
174,-2.310629396044567,3.7035838787343227,2
175,0.9146436764508477,4.196482051157215,0
176,0.005663965503422741,2.983025210488698,2
177,2.3959896751777956,2.228641797391285,1
178,3.033178232503916,1.8442036474235706,1
179,1.5025306257319353,0.46953469547265425,1
180,2.157648679834781,3.6718835694432226,0
181,-1.9936340765352436,1.621992895199355,2
182,2.6621694711202357,1.7478506758512273,1
183,-0.546498011957691,4.860751448027277,0
184,0.8207625336261841,4.350148744135674,0
185,-1.049869515398878,3.6932915448031274,2
186,0.9041976029852696,3.561363321763396,0
187,-2.1835043982587,2.4491251782244494,2
188,-3.0952014050992833,2.759761236072,2
189,-0.20125798035428688,4.83146674436221,2
190,-0.5817284496369013,3.7967525576830523,0
191,-0.38186872857174237,2.932403192213761,2
192,-0.48653567417633403,5.158011135200788,2
193,1.0201150360289883,2.8906108062908302,2
194,1.1991758981707683,2.146430953953929,0
195,-1.2906602922426338,2.3413541148553048,2
196,-1.9735093816363038,2.7508726090285998,2
197,0.6553877669494008,3.900356540997317,0
198,-1.022997513448837,4.125416223168054,0
199,-1.6608396103822183,3.3388814762041834,2
200,-1.8329336307018909,4.504509015159077,2
201,-2.0424652071543785,3.304520604955892,2
202,1.3521975043139753,3.390192817471283,0
203,1.8574011756461273,5.336776521968336,0
204,0.5469077154623029,5.971476506696429,0
205,-2.422508502840414,3.419676180069511,2
206,1.7078216604086491,4.623437110582463,0
207,0.6288577706715435,3.396801949065283,0
208,2.3019780378708665,3.9618050497643376,0
209,-0.11199570664979008,1.7766509241093078,0
210,2.0563233364049136,-0.12005769655058685,1
211,0.810559533869983,5.226142414504494,0
212,0.6450867283726651,3.73206829396995,0
213,-1.7028719656769016,3.6594029284029053,2
214,2.1676867762401173,2.516517245333675,1
215,1.1531415605127202,3.629665149021048,0
216,-1.459507497656981,2.741141101797776,2
217,-1.2472060607912046,3.245416056475569,2
218,0.05586244642722604,4.1435011070197625,0
219,-1.1873954824572879,4.612310077089216,0
220,1.4458126412858006,1.9600761202163943,1
221,-0.8477549541937826,2.1238053734868108,2
222,-0.39193418371382194,1.5338152193804007,1
223,2.680883657788418,-0.9306174162687526,1
224,1.7649571626350515,4.44101210170475,0
225,3.235677899399615,-0.07557736580008112,1
226,0.3493823345837459,5.702744210075697,0
227,-0.3783145400516177,3.668943000105579,0
228,-0.40208625144929444,2.4270592071257746,0
229,-0.6971524508472358,2.50471222673548,2
230,1.475917033658461,3.0851034974711933,0
231,1.8630540170695555,4.700788138402968,0
232,-1.2331632272087465,3.7139267801667275,2
233,1.5985103012059645,1.2348186357181037,1
234,0.9089944696235133,2.985391457803656,0
235,3.8505279969617923,0.20234013201108247,1
236,-2.514833368525703,3.9715821322863922,2
237,-2.684758474866158,3.1196831718014937,2
238,1.339030273263127,1.2915445558320482,1
239,-0.5908723916173628,3.541792233709725,2
240,2.440186867749201,0.4517126750322688,1
241,-2.1595430144466916,3.038759787124583,2
242,-0.08887802583758653,2.140126314632028,0
243,-2.4740620085361478,3.84378540521715,2
244,-0.22210831102238338,5.371922266940235,0
245,-0.5818540649557529,3.4339218515502163,0
246,-0.3274793518363879,3.1461285363784266,2
247,1.6700432312366276,4.144213889302123,0
248,2.987677296572822,-0.27530791235949637,1
249,2.900294884611244,2.0618598293443817,1
250,3.3858978277323404,2.097687619673534,1
251,-1.5246436677837607,2.0613645715635793,2
252,-1.6440030176215823,2.6604890423692633,2
253,0.17643820529117904,2.8137453085644575,2
254,-1.7378458659598135,2.9773374912959514,2
255,-1.097488411092322,3.2708810285752383,2
256,-1.0569301282284518,4.507586936596046,2
257,-0.2707181144232098,3.672921969897527,2
258,-1.566933381385174,2.6637078207649907,2
259,1.7217746784568604,4.757816501306772,0
260,-2.5261439839781406,3.2149564858476705,2
261,-2.2312473812609857,5.7586398480296115,2
262,3.3093041723853815,0.770152705104077,1
263,1.4512970808934316,4.7096998476514935,0
264,0.9321303596986888,5.922246651680364,0
265,2.160428902454827,1.4963214046474946,1
266,0.6903109270613221,5.800698320969217,0
267,0.058265308727449616,4.556283954525262,0
268,1.495387158631483,1.8967654028834269,1
269,0.48242718613810487,3.749022708958296,2
270,1.5206439336158664,3.577266605650629,0
271,-0.8542837088848082,2.4912671326228186,2
272,1.0398408447474368,3.9681049293020902,0
273,-1.809211622292867,3.3798513265940993,2
274,-1.3326435012484734,2.898325059256816,2
275,1.3827142074212346,0.3337463751952293,1
276,-2.1952185475096773,2.788001472977761,2
277,-1.6040891763697611,4.015789744565174,0
278,1.9984804331323194,3.886357871106402,0
279,1.0268583693952564,3.291467769418427,0
280,-0.886024899043612,1.9557249814213546,2
281,2.7631973042465154,1.6727374945004456,1
282,-1.6873892776408153,3.4575041548563856,2
283,1.340787492983257,0.6735383612463772,1
284,1.6211128746224608,4.708459178282417,0
285,-2.6474311614332917,2.369342130728455,2
286,-0.22697337682948082,5.481818562591762,0
287,-0.6793930040398405,3.635198472760795,2
288,2.5486726752470314,3.0307137091232375,1
289,-0.6961745090243856,4.925862523966493,0
290,-2.854325517246886,3.0212486989042793,2
291,1.2741245675172308,1.4463631323450585,1
292,-2.446388190455504,3.577099572391812,2
293,-1.2851063700394063,2.4961530597222157,2
294,-1.078272414087679,3.0969390521998306,2
295,3.3579564845425,3.094801504736136,0
296,-1.3103298011794962,1.6669717333045386,2
297,2.4431152490224157,3.7496584599334186,0
298,3.3759456594269475,0.8850234991616907,1
299,1.046926905296633,0.4328786906902747,1
300,0.1631530557133336,3.6984327478129786,0
301,2.9508465252265466,1.2447256318083983,1
302,-1.5163877202081695,1.9976712885250079,2
303,0.8065117846440095,4.16965454467997,0
304,1.5653782777587415,1.6558358401589706,1
305,-2.3923038606949305,2.1739443255542508,2
306,-2.075179863883309,2.6274437412832397,2
307,2.124250862762602,0.019120458683358765,1
308,-0.8135017518918504,2.73637236231112,2
309,-2.6375937653628765,1.879977421494715,2
310,-0.35005335416249017,2.756666444865009,2
311,-1.7358497844634166,3.0465783510969904,2
312,-1.5767197372875836,4.957405922888751,0
313,1.5307333879812877,1.1693764752451647,1
314,2.5938162101256084,-0.34452734847156363,1
315,0.8040839683699295,5.513172239412277,0
316,-0.9503569532851165,3.9555470840313562,2
317,0.8115252256337413,4.6762717144366155,0
318,-0.5722009721819659,5.615214453798341,0
319,1.3144955522316104,4.955568589149006,0
320,2.3456780221959788,0.7507336265559506,1
321,2.3764975353484874,0.2979696318874454,1
322,2.7428356860558893,3.738975541259784,0
323,-1.6828697450764487,4.210002187389621,2
324,0.9016021002953455,4.562503767678136,0
325,2.1480314001745024,0.7165352539004993,1
326,1.4797808620826807,2.095420882087124,1
327,-0.8479865773913349,4.607391231910391,0
328,1.5104712493922665,4.6216724246865715,0
329,-1.14363692574637,3.2939537191754895,2
330,-1.0320953038841476,2.460621319754457,2
331,0.8326905668301745,3.9217618784980064,0
332,-3.385258471521048,4.210173767036843,2
333,-0.9295477962534324,3.7357016071611966,0
334,0.11996725155124377,5.563662658965406,0
335,3.477673479523361,1.602853311041631,1
336,-1.2703786792040461,3.859630723305221,2
337,2.5433109770778595,1.4550939230929874,1
338,3.923577990193163,0.9512925764317339,1
339,0.5046568239987036,4.867556003197796,0
340,-1.6732036832199477,3.293727090299572,2
341,1.6704467989385088,4.08958044268244,0
342,1.1004145170929827,3.5898836167371897,0
343,1.9241168329216012,4.402433690736332,0
344,-1.032686338178703,2.2700743114020683,2
345,2.823809732274011,1.8207065449084743,1
346,-0.02010817032952672,3.1966144935156104,2
347,-1.626856173094885,3.358013513667249,2
348,-0.9750007443069366,2.8035664216543634,2
349,2.514686869663174,1.359148706649471,1
350,-0.6255708735280225,4.265880266264253,0
351,-0.5492823470835593,3.165221503111096,2
352,-1.8332244870770653,2.267231728039845,2
353,0.21104431933313728,4.226147585795191,0
354,-0.2017722446703969,3.962708117912381,0
355,2.3366762001086516,2.1356358957405956,1
356,2.7341096183394553,1.3083284493057932,1
357,-0.9625965494152158,1.9327356087411551,2
358,3.560976447762557,0.09078304962470962,1
359,-1.2239427404361318,3.6285074630906005,2
360,3.6393024371325255,-0.6096699828442016,1
361,-0.17284402999089976,3.4179131929634377,2
362,1.878167109414846,5.939268617729984,0
363,2.2915650872289524,0.6890073873790743,1
364,0.9368432015651962,2.509532581667825,1
365,1.1329509251413548,0.36790169478716195,1
366,-1.7142105631432933,2.6512641454612718,2
367,-1.9013046126969768,0.14198507157842855,2
368,2.996211173206155,2.5960973513673267,1
369,2.539517700786316,3.377207629640453,0
370,-0.7729535355160271,1.248466440308609,2
371,0.9538233058667003,1.5452857358292043,1
372,-3.364193330960903,3.0168597887574626,2
373,-1.4474364992950024,2.47326747000914,2
374,0.3492633401158062,4.157731070690338,0
375,-1.2837053086122199,3.6052334909457238,2
376,3.0849119324756726,0.750779551983844,1
377,2.4703491517041014,4.098629063682589,0
378,1.740415821605585,1.429996955173952,1
379,0.49623642172819965,6.132562756836616,0
380,-1.218044025243924,3.299982861498297,2
381,-1.6283973918660222,3.149615122808445,2
382,-2.547830935745522,3.130553580016511,2
383,1.662836840053787,1.042757450747609,1
384,3.2059635259266592,-0.3434650266655239,1
385,-2.0828504422623206,0.7573583948327709,2
386,-2.370014825445571,1.9277406695237504,2
387,0.6788488171922904,4.524123412089223,0
388,1.667760138653487,0.3487875256099273,1
389,-0.996991124988945,5.165539014466599,2
390,-0.5543461658521218,4.631410506683172,0
391,2.6954329782816933,-1.1972390241625868,1
392,-0.9844135116356508,2.922065847081847,2
393,2.148680142428161,-1.320672111178446,1
394,2.005417573863972,0.519288190804602,1
395,1.8057845921916797,1.3928249966743367,1
396,1.8750310595650057,1.8830093425490713,1
397,1.1338512949187547,4.025030844236053,2
398,-0.6539282684195495,4.7665695829741646,0
399,2.2734698467699737,1.2602095137659153,1
400,0.8151907293203768,0.42442199553513155,1
401,-0.7107775197324934,2.060955370391956,2
402,2.663940837072871,1.5481329030318471,1
403,1.1935367632398253,2.6581936036583977,0
404,-0.5842131328481741,4.567156529569106,2
405,-1.7192377475354117,2.3379888585869817,2
406,1.129558547678919,4.997916035586276,0
407,-2.6731793896139626,2.9216684086039426,2
408,-1.9219472106333588,3.0943253937546986,2
409,1.3796965043170797,0.24101818645133388,1
410,3.85725329545304,-0.09757576586982541,1
411,2.0907160449244246,-0.18126308912016698,1
412,-0.44752997563131514,1.45773230544797,1
413,-0.6371529329523082,4.768429726314454,0
414,1.8529963377809864,2.7988204611569936,0
415,2.7130371224480743,4.81244081571129,0
416,1.827750906532157,1.22737210819886,1
417,-2.3261477854201997,1.8594384810263218,2
418,-0.37210873563977254,2.009064389630251,2
419,0.7878209964164268,3.127952339510161,0
420,-2.3100552609761187,1.7846977186353234,2
421,2.4036699778188035,-0.7208365022393788,1
422,-1.8343979762827018,4.153133689427497,0
423,1.3666350220551173,5.8923180185459225,0
424,1.6641514697212496,4.3536445940482125,0
425,1.9585970623467932,5.3412321241793,0
426,0.38905151452197406,3.660936028485822,0
427,0.24029348634774972,3.278597193814133,0
428,-2.251128287568716,4.973147901582685,2
429,1.4098793235268912,-1.6670856900252633,1
430,1.1275256614900182,7.2487716417799195,0
431,3.458023421822019,1.629993463943273,1
432,-1.35419717910665,3.7359840397688666,0
433,0.6061059140327925,3.3445319348078018,0
434,-0.6494369718301618,2.2789763254357753,2
435,1.669012576872957,3.524653338321877,0
436,-1.3919177757425212,2.169286770226047,2
437,-1.9031367950947629,0.647733031646534,2
438,-1.3941222425523825,4.331714327439073,2
439,0.363663554297028,4.6302630107309986,0
440,0.19390311164440532,4.92890598388212,0
441,0.3258800228970147,3.2289407003194395,1
442,1.9514659422268328,3.0189998220600427,0
443,1.7278410970927633,1.6290765703053662,1
444,2.298488938683543,3.0852163887387487,0
445,-0.03076195558154282,4.842785931720493,0
446,-0.6825929028146853,2.316504271664852,2
447,2.2372818309228575,-0.3605330468007448,1
448,2.3524727882672076,3.8786686907136616,0
449,1.1823998779179539,3.677260282500526,0
450,2.2560820991745167,3.4178208454074372,0
451,-1.5475121766517812,1.050296538525929,2
452,3.2936764427917655,-1.7329630905466482,1
453,1.1613207330392774,4.376222291470647,0
454,0.5024796164001307,2.944467202723033,0
455,-0.8040287355278269,1.9993993152468472,2
456,-0.970802124387701,2.8813903464704715,2
457,-1.6999188093200943,4.9611833314154055,2
458,2.93111279958604,1.0101451578451497,1
459,-1.3525602655790736,2.206234272954299,2
460,-0.8246265682780812,0.32414344710266585,2
461,0.028224234080136634,5.738913218752616,0
462,-1.4591816560241029,1.9911217164746775,2
463,1.2338660493191047,2.8272874280596385,0
464,1.1845450566233553,5.2804263639321025,0
465,2.669263212613024,2.2858924782720864,1
466,-1.2944634404822861,3.5093827031593876,2
467,-1.2633339801152417,4.705286382538677,0
468,1.5139751921818063,1.8130036794718811,1
469,0.5087769048886416,3.4412940277236563,0
470,-2.0528716510210785,3.615856925942518,2
471,1.5592223384098831,1.5377641342100514,1
472,0.8213912685512668,4.046036573509135,0
473,2.290795570919205,-0.16230062401272738,1
474,-4.057701064002934,3.7915060245179872,2
475,2.3961340507429307,3.338680719383973,0
476,-2.6517121590317254,3.678447171796103,2
477,-1.9989451603238437,3.25645293132008,2
478,0.23670708215518177,5.846801922855126,0
479,-0.973849856264133,2.7000183396699837,2
480,3.227241232637701,0.9976871488745257,1
481,-1.5905358419535018,3.567643970790503,2
482,0.17635645540583034,4.083711547628035,0
483,0.05775100207639028,6.129673079756084,0
484,1.8963808559033795,0.3835389702582088,1
485,-2.690253231253346,4.211661546949951,2
486,1.2631745665498415,1.9831930516576484,0
487,-2.476094509063363,3.702435115670985,2
488,1.7489649156488767,2.6421890363338263,0
489,2.3314557763240424,0.8476622583963669,1
490,0.5094978368466867,0.46305487626151476,1
491,0.6588756104527895,1.2914975609814008,1
492,1.8186271578684172,1.7055354804131846,1
493,0.14746307482087984,3.479549392139912,2
494,2.217569298862486,4.147889341682687,0
495,-0.8527216299013026,2.5776447092654813,2
496,-4.052563931435772,2.476197675176231,2
497,2.2042440832126613,-0.5617196108313787,1
498,-1.8798783800829983,2.5173571031539717,2
499,-1.7701556196168098,1.038046517353298,2
500,1.4159005968799354,3.7903768650292777,0
501,0.5047549978061476,2.7844581327166407,2
502,-0.10872098361154281,4.479930827645949,2
503,-2.444190067942362,3.05395015028171,2
504,0.04352916775211724,3.0407189783461144,0
505,-0.0832554955844913,3.981824652565507,0
506,1.3407513277870007,5.775109283590728,0
507,-2.5185714654418043,1.6554523203570686,2
508,-0.7797508860860585,2.840461882785189,0
509,-0.3240767536718441,3.49993692341687,0
510,0.17949477224019417,5.851854128827129,0
511,3.053112277325715,1.1577443837359414,1
512,2.552363869541981,2.1633273017195243,1
513,3.086742184004293,1.6683158943121128,1
514,0.5458081666607021,5.453166710815514,0
515,0.5820473645517503,3.664500649195837,0
516,1.7915346025175871,3.229373597999876,1
517,0.24081439703565888,3.9908208001153658,0
518,-2.3968430895040944,2.894151129963822,2
519,1.9471366585917471,0.0034268061035337416,1
520,1.726466112340971,1.2922937376359123,1
521,-3.179463946210559,1.9318782637252188,2
522,3.0651686250664483,0.4294589406830612,1
523,0.7546956803424943,4.72803994554926,0
524,2.133295352184492,0.3111509412689739,1
525,1.1513375373839383,2.185336692808094,0
526,1.4999068485681772,2.7532060606236475,1
527,2.26573173996401,0.8039006859873699,1
528,-1.748126293286601,3.4575347436354074,2
529,-2.0958227426571017,3.089694114932718,2
530,0.1220185866252037,2.3770700473839663,2
531,0.5610386827248379,3.63012315613925,0
532,-1.490691987117312,3.871323166011084,2
533,0.23124686173880604,5.316047837513725,0
534,1.6237392200179612,-0.37634920672018257,1
535,-1.9583292682773958,3.4436039584650273,2
536,1.0143974626414296,4.816504850920789,0
537,2.2246855972954727,-0.01608937179244474,1
538,0.9405020066862739,6.68453267866814,0
539,1.0437623357873018,4.320125411561283,0
540,2.3317127811409133,3.905639198698315,0
541,-0.6660018044647783,4.6657361820721155,2
542,0.45369153701454845,3.996655607289706,0
543,-3.310950902364673,2.7446707622696365,2
544,-1.6979815233060167,4.433077198762488,2
545,-2.4170951321605756,2.0878949242375056,2
546,0.3244135786159046,2.52904251225974,0
547,2.167788551890469,0.6823651101705286,1
548,3.2762071713970946,1.0013515975625338,1
549,1.0006725683448323,2.6900225441744023,1
550,-1.1842282672361644,4.220184864701151,2
551,0.32397647861147594,3.782598015147279,0
552,-2.2333171549337063,2.614965018451675,2
553,-2.585080189713132,2.1984278854332273,2
554,2.2526586941389155,2.271511866368689,1
555,1.2218890097064714,2.338326325271799,0
556,1.8533752197516542,0.9909744812134585,1
557,0.007423936222548555,4.613441350687354,0
558,3.0835838137486236,-0.08457618286404467,1
559,0.4948774544988618,5.700852628762132,0
560,1.9539426893459604,1.9412063318594819,1
561,2.031159541691539,-0.339772571114926,1
562,-2.0920149054274764,3.373629666493127,2
563,0.06337358604983256,3.0111596414497046,2
564,0.2539656772629677,3.584450123068147,0
565,0.6842094664988602,6.301413617832219,0
566,-1.5196404756467279,3.6382586290590058,2
567,3.045571328722456,1.92251829591706,1
568,1.2934307048391838,4.823827942019258,0
569,0.8277065686607056,5.4549387890593755,0
570,2.218763991364966,3.089570046089051,0
571,2.535358489649863,-0.4460716390458279,1
572,-2.0259464456393537,4.017142317822042,2
573,4.920869167768849,0.22214870878424764,1
574,-0.20536123636643344,3.9686960270966036,0
575,1.6962538086896606,3.2008811144930203,0
576,-2.6783294058758096,2.9844055944810473,2
577,-1.7997973369564706,3.9287302712319105,2
578,-2.2756224134026524,2.5704096589851972,2
579,1.1931332324138328,1.408398890009731,1
580,1.5868554491396663,-0.12357373218078549,1
581,0.9837618486665951,0.778199953117614,1
582,-1.1807557041668724,2.724963323131593,2
583,3.456338297371473,0.42581662903857675,1
584,-0.6755469568486041,4.790365676275881,0
585,0.2292753376581098,4.076647362794904,0
586,1.7524913662308317,-0.487861918594811,1
587,1.7233854950621188,1.5371974601844565,1
588,2.188286691268986,-0.5210488462201626,1
589,0.5735215586458522,2.135616675627303,1
590,3.249880856442191,1.0132116366505637,1
591,-0.32312538483603004,4.929142756831074,0
592,2.694441119545207,0.6504633166093267,1
593,-1.8762176252248524,3.135271140627838,2
594,-1.048196697675141,2.6583843085350747,2
595,-1.7717120109013886,2.4969850967493774,2
596,2.880029331594273,-1.6253653401643562,1
597,0.4841242576142509,5.662833401450089,0
598,1.3771377251212922,1.2317632588240177,1
599,1.5561883424445266,1.7247170686885882,1
600,1.8202589919043906,4.646763865315326,0
601,2.012333339185104,0.24802407555660522,1
602,-0.04249603584480366,4.438449350792993,0
603,3.6076050918823586,-1.4228380494102026,1
604,2.4320780303833383,4.359279552892192,0
605,3.323764087025626,0.7296763819982498,1
606,-2.7442476986958577,3.6611919423021253,2
607,2.3136016855330905,0.9110804505247966,1
608,0.12368423137584805,4.3267470830563415,0
609,1.7551428341545867,1.6583339777251134,1
610,-3.2395662267041976,3.2928623345044947,2
611,0.4872388717665417,0.26485246107962934,1
612,2.1163661958860307,0.7205688521067675,1
613,1.630559413266502,1.3411298735428432,1
614,0.970528535583135,2.6999734513660796,1
615,2.0516879794481837,1.0434941978991645,1
616,-0.12326151442298827,4.39078871317605,0
617,0.7536643975981746,3.3907081094065936,0
618,1.9295029254516576,0.36961331349316673,1
619,0.11371508333038571,-0.2930746131435975,1
620,-0.8235564481863171,3.735783811200851,2
621,2.0728127692510387,1.5129360269676595,1
622,-0.4656523961510217,2.860016219787674,2
623,1.227268194554819,5.358545252628673,0
624,0.04611357602217381,4.125198235361061,0
625,2.8413695865020165,0.6323723604351892,1
626,-1.2561796473401765,2.2162144480808457,2
627,0.1810032962995154,2.623289753803176,2
628,2.525275295174649,-0.33048776617220366,1
629,1.5434626846721022,-0.044474035309102544,1
630,-1.7793215751978675,5.801641957515318,2
631,0.3408396399272279,5.156617095722758,0
632,-1.496670190278231,2.719962654103616,2
633,1.0575370376455548,1.838095151226598,1
634,-1.8270421435122832,4.627665433639051,2
635,1.0850853494607084,2.8083764521881207,0
636,3.74565249038979,0.08621373883742556,1
637,-0.49889040448487054,5.314481043436195,0
638,1.5401713652262505,-0.21205320491742463,1
639,1.089432928604151,0.9411756988043387,1
640,0.7216963042994595,4.062161595473962,0
641,0.7439760713598977,5.032717194833629,0
