,id,latitude,longitude,name,opening_hours,rating,utc_offset
10,ChIJPzv6lBNu5kcRjvR_SxkHCwg,48.87255930000001,2.3526261,Groupe Flo,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",0.0,60
11,ChIJK1czwhpu5kcR_o0mis0WhRs,48.8645289,2.3551016,Happy Nouilles,"{'0': [{'_1': 11.5, '_2': 22.5}], '1': [{'_1': 11.5, '_2': 22.5}], '2': [], '3': [{'_1': 11.5, '_2': 22.5}], '4': [{'_1': 11.5, '_2': 22.5}], '5': [{'_1': 11.5, '_2': 22.5}], '6': [{'_1': 11.5, '_2': 22.5}]}",4.4,60
12,ChIJES15TwVu5kcRZLONVxK0O78,48.86505520000001,2.357302599999999,Le Lafon - Paris,"{'0': [{'_1': 0.0, '_2': 0.25}], '1': [{'_1': 6.5, '_2': 24.0}], '2': [{'_1': 0.0, '_2': 2.0}, {'_1': 6.5, '_2': 24.0}], '3': [{'_1': 0.0, '_2': 2.0}, {'_1': 6.5, '_2': 24.0}], '4': [{'_1': 0.0, '_2': 2.0}, {'_1': 6.5, '_2': 24.0}], '5': [{'_1': 0.0, '_2': 2.0}, {'_1': 6.5, '_2': 24.0}], '6': [{'_1': 0.0, '_2': 2.0}, {'_1': 7.0, '_2': 24.0}]}",4.5,60
13,ChIJJ0HsuBtu5kcRQIbNE1JiZzk,48.8626898,2.3521434,Le Carlie,"{'0': [{'_1': 0.0, '_2': 2.0}], '1': [], '2': [{'_1': 18.0, '_2': 24.0}], '3': [{'_1': 0.0, '_2': 2.0}, {'_1': 18.0, '_2': 24.0}], '4': [{'_1': 0.0, '_2': 2.0}, {'_1': 18.0, '_2': 24.0}], '5': [{'_1': 0.0, '_2': 2.0}, {'_1': 18.0, '_2': 24.0}], '6': [{'_1': 0.0, '_2': 2.0}, {'_1': 18.0, '_2': 24.0}]}",4.4,60
14,ChIJu2geuBtu5kcRVdOzozuBnIc,48.86298660000001,2.352067700000001,Chez Mana,"{'0': [{'_1': 11.5, '_2': 15.0}, {'_1': 18.5, '_2': 23.0}], '1': [{'_1': 11.5, '_2': 15.0}, {'_1': 18.5, '_2': 23.0}], '2': [{'_1': 11.5, '_2': 15.0}, {'_1': 18.5, '_2': 23.0}], '3': [{'_1': 11.5, '_2': 15.0}, {'_1': 18.5, '_2': 23.0}], '4': [{'_1': 11.5, '_2': 15.0}, {'_1': 18.5, '_2': 23.0}], '5': [{'_1': 11.5, '_2': 15.0}, {'_1': 18.5, '_2': 23.0}], '6': [{'_1': 11.5, '_2': 15.0}, {'_1': 18.5, '_2': 23.0}]}",5.0,60
15,ChIJdaz56JBx5kcRODTkablC1Tc,48.8277118,2.3493392,Les Cailloux,"{'0': [{'_1': 8.0, '_2': 24.0}, {'_1': 0.0, '_2': 1.0}], '1': [{'_1': 0.0, '_2': 1.0}, {'_1': 8.0, '_2': 24.0}], '2': [{'_1': 0.0, '_2': 1.0}, {'_1': 8.0, '_2': 24.0}], '3': [{'_1': 0.0, '_2': 1.0}, {'_1': 8.0, '_2': 24.0}], '4': [{'_1': 0.0, '_2': 1.0}, {'_1': 8.0, '_2': 24.0}], '5': [{'_1': 0.0, '_2': 1.0}, {'_1': 8.0, '_2': 24.0}], '6': [{'_1': 0.0, '_2': 1.0}, {'_1': 8.0, '_2': 24.0}]}",3.7,60
16,ChIJlV7R8JBx5kcRijuMQpdAYoM,48.8276987,2.3501923,Taverne de la Butte,"{'0': [{'_1': 17.0, '_2': 24.0}, {'_1': 0.0, '_2': 2.0}], '1': [{'_1': 17.0, '_2': 24.0}], '2': [{'_1': 0.0, '_2': 2.0}, {'_1': 17.0, '_2': 24.0}], '3': [{'_1': 0.0, '_2': 2.0}, {'_1': 17.0, '_2': 24.0}], '4': [{'_1': 0.0, '_2': 2.0}, {'_1': 17.0, '_2': 24.0}], '5': [{'_1': 0.0, '_2': 2.0}, {'_1': 17.0, '_2': 24.0}], '6': [{'_1': 0.0, '_2': 2.0}, {'_1': 17.0, '_2': 24.0}]}",4.1,60
17,ChIJfXsc5T1u5kcRJ6H0C_H82gs,48.8708338,2.3448572,American M.e.a. Cie,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",0.0,60
18,ChIJETyKaxFu5kcRbIDsGUuxLoE,48.86997909999999,2.3531998,Florida Food,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",0.0,60
19,ChIJ0_cM-hBu5kcREEAQ4IkCV84,48.868013,2.353275,Le Cerceau,"{'0': [], '1': [{'_1': 7.0, '_2': 24.0}], '2': [{'_1': 0.0, '_2': 2.0}, {'_1': 7.0, '_2': 24.0}], '3': [{'_1': 0.0, '_2': 2.0}, {'_1': 7.0, '_2': 24.0}], '4': [{'_1': 0.0, '_2': 2.0}, {'_1': 7.0, '_2': 24.0}], '5': [{'_1': 0.0, '_2': 2.0}, {'_1': 7.0, '_2': 24.0}], '6': [{'_1': 0.0, '_2': 2.0}, {'_1': 7.0, '_2': 21.0}]}",4.4,60
20,ChIJh9CWKNlx5kcRawcwkz6Bffc,48.8536527,2.3380009,Boomrang Le,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",1.3,60
21,ChIJhcseANfd4EcRZuolD55qh6s,49.443726,1.0946646,Kids World,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",0.0,60
22,ChIJz4xexgBy5kcRigH2Zxcooyc,48.8541903,2.3715362,Why Not Paris Grill,"{'0': [{'_1': 12.0, '_2': 15.0}, {'_1': 18.0, '_2': 24.0}], '1': [{'_1': 12.0, '_2': 15.0}, {'_1': 18.0, '_2': 24.0}], '2': [{'_1': 12.0, '_2': 15.0}, {'_1': 18.0, '_2': 24.0}], '3': [{'_1': 12.0, '_2': 15.0}, {'_1': 18.0, '_2': 24.0}], '4': [{'_1': 12.0, '_2': 15.0}, {'_1': 18.0, '_2': 24.0}], '5': [{'_1': 12.0, '_2': 15.0}, {'_1': 18.0, '_2': 24.0}], '6': [{'_1': 12.0, '_2': 15.0}, {'_1': 18.0, '_2': 24.0}]}",4.0,60
23,ChIJwQs6InZu5kcRis0xprkha7E,48.8822859,2.368707,Soh B&K,"{'0': [], '1': [{'_1': 12.0, '_2': 21.5}], '2': [{'_1': 12.0, '_2': 21.5}], '3': [{'_1': 12.0, '_2': 21.5}], '4': [{'_1': 12.0, '_2': 21.5}], '5': [{'_1': 12.0, '_2': 21.5}], '6': [{'_1': 12.0, '_2': 21.5}]}",0.0,60
24,ChIJY3-k1hlu5kcRE6yS3VYFXv0,48.8659248,2.3484712,À La Main Le Comptoir,"{'0': [], '1': [], '2': [{'_1': 18.0, '_2': 24.0}], '3': [{'_1': 18.0, '_2': 24.0}], '4': [{'_1': 18.0, '_2': 24.0}], '5': [{'_1': 18.0, '_2': 24.0}], '6': [{'_1': 18.0, '_2': 24.0}]}",4.3,60
25,ChIJnxcg9zZu5kcRBnyYcJgiUR8,48.8738759,2.3309965,Cafe Des Sports,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",0.0,60
26,ChIJY-1XtRNu5kcR6cJga57p0dg,48.87237719999999,2.354262799999999,Urfa Durum,"{'0': [], '1': [{'_1': 12.0, '_2': 24.0}], '2': [{'_1': 12.0, '_2': 24.0}], '3': [{'_1': 12.0, '_2': 24.0}], '4': [{'_1': 12.0, '_2': 24.0}], '5': [{'_1': 12.0, '_2': 24.0}], '6': [{'_1': 12.0, '_2': 24.0}]}",4.7,60
27,ChIJy02IXa5v5kcR36278LO_G0Y,48.88907639999999,2.3176357,Aname,"{'0': [{'_1': 19.5, '_2': 23.0}], '1': [{'_1': 12.0, '_2': 14.75}, {'_1': 19.5, '_2': 22.5}], '2': [{'_1': 12.0, '_2': 14.75}, {'_1': 19.5, '_2': 22.5}], '3': [{'_1': 12.0, '_2': 14.75}, {'_1': 19.5, '_2': 22.5}], '4': [{'_1': 12.0, '_2': 14.75}, {'_1': 19.5, '_2': 22.5}], '5': [{'_1': 12.0, '_2': 14.75}, {'_1': 19.5, '_2': 23.0}], '6': [{'_1': 12.0, '_2': 14.75}, {'_1': 19.5, '_2': 23.0}]}",3.7,60
28,ChIJg-LMvxdu5kcRpC_BaVFtU3k,48.8675514,2.3469909,Sarl E.l.c.,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",0.0,60
29,ChIJocC1Y3ly5kcRpS1rolOXlZM,48.85035579999999,2.4038138,La Parisienne,"{'0': [{'_1': 19.0, '_2': 24.0}, {'_1': 0.0, '_2': 2.0}], '1': [{'_1': 0.0, '_2': 2.0}, {'_1': 19.0, '_2': 24.0}], '2': [{'_1': 0.0, '_2': 2.0}, {'_1': 19.0, '_2': 24.0}], '3': [{'_1': 0.0, '_2': 2.0}, {'_1': 19.0, '_2': 24.0}], '4': [{'_1': 0.0, '_2': 2.0}, {'_1': 19.0, '_2': 24.0}], '5': [{'_1': 0.0, '_2': 2.0}, {'_1': 19.0, '_2': 24.0}], '6': [{'_1': 0.0, '_2': 2.0}, {'_1': 19.0, '_2': 24.0}]}",3.0,60
30,ChIJS3YYixNu5kcRZyA1Ya1Xn9c,48.8724872,2.3515337,Jésusparadis,"{'0': [{'_1': 0.0, '_2': 1.5}], '1': [{'_1': 12.0, '_2': 15.5}], '2': [{'_1': 12.0, '_2': 15.5}, {'_1': 18.5, '_2': 24.0}], '3': [{'_1': 0.0, '_2': 1.5}, {'_1': 12.0, '_2': 15.5}, {'_1': 18.5, '_2': 24.0}], '4': [{'_1': 0.0, '_2': 1.5}, {'_1': 12.0, '_2': 15.5}, {'_1': 18.5, '_2': 24.0}], '5': [{'_1': 0.0, '_2': 1.5}, {'_1': 12.0, '_2': 15.5}, {'_1': 18.5, '_2': 24.0}], '6': [{'_1': 0.0, '_2': 1.5}, {'_1': 18.5, '_2': 24.0}]}",4.0,60
31,ChIJn2PXeBpu5kcRsm9NMuXXXQI,48.86597159999999,2.3533038,Ho Minh,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",0.0,60
32,ChIJ614ryQBy5kcR3hySGs6_1e0,48.85416619999999,2.3719468,Sarl Disha,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",0.0,60
33,ChIJIcuh-hlu5kcRqTbXiBI2CCE,48.86551859999999,2.3504298,Ma Cave Fleury,"{'0': [], '1': [{'_1': 17.0, '_2': 21.0}], '2': [{'_1': 11.0, '_2': 13.0}, {'_1': 17.0, '_2': 22.0}], '3': [{'_1': 11.0, '_2': 13.0}, {'_1': 17.0, '_2': 22.0}], '4': [{'_1': 11.0, '_2': 13.0}, {'_1': 17.0, '_2': 22.0}], '5': [{'_1': 11.0, '_2': 13.0}, {'_1': 17.0, '_2': 22.0}], '6': [{'_1': 12.0, '_2': 21.0}]}",4.5,60
34,ChIJ3zaGRtlx5kcRfSCO7Wt9U-o,48.85365090000001,2.3379973,Glozaria,"{'0': [{'_1': 12.0, '_2': 23.0}], '1': [], '2': [{'_1': 12.5, '_2': 23.0}], '3': [{'_1': 12.0, '_2': 23.0}], '4': [{'_1': 12.0, '_2': 23.0}], '5': [{'_1': 12.0, '_2': 23.0}], '6': [{'_1': 12.0, '_2': 23.0}]}",3.9,60
35,ChIJGa1T4RFu5kcRKOUy9OJRE-Y,48.870127,2.3564414,Osè African Cuisine,"{'0': [{'_1': 18.5, '_2': 22.5}], '1': [{'_1': 12.0, '_2': 14.5}, {'_1': 18.5, '_2': 22.5}], '2': [{'_1': 12.0, '_2': 14.5}, {'_1': 18.5, '_2': 22.5}], '3': [{'_1': 12.0, '_2': 14.5}, {'_1': 18.5, '_2': 22.5}], '4': [{'_1': 12.0, '_2': 14.5}, {'_1': 18.5, '_2': 22.5}], '5': [{'_1': 12.0, '_2': 14.5}, {'_1': 18.5, '_2': 22.5}], '6': [{'_1': 12.0, '_2': 23.0}]}",4.4,60
36,ChIJ8SwWQ1tt5kcRveSOC2JhxcY,48.8632418,2.441606800000001,La Maison du Phénix,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",1.5,60
37,ChIJ7yyOx_5C5kcR6j0nPtsCDUg,49.04128,2.340291999999999,LA CROISSANTERIE MOISSELLES,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",3.0,60
38,ChIJy1CYad1t5kcRujzjlMNJ-tA,48.87659109999999,2.378371399999999,Thalassa,"{'0': [{'_1': 12.0, '_2': 14.5}], '1': [{'_1': 17.0, '_2': 22.5}], '2': [{'_1': 12.0, '_2': 14.5}, {'_1': 17.0, '_2': 22.5}], '3': [{'_1': 12.0, '_2': 14.5}, {'_1': 17.0, '_2': 22.5}], '4': [{'_1': 12.0, '_2': 14.5}, {'_1': 17.0, '_2': 22.5}], '5': [{'_1': 12.0, '_2': 14.5}, {'_1': 17.0, '_2': 22.5}], '6': [{'_1': 12.0, '_2': 14.5}, {'_1': 17.0, '_2': 22.5}]}",4.8,60
39,ChIJDfLc70xu5kcR2J1RY4BGuZ0,48.8835637,2.326301299999999,Paradis Batignolles,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",0.0,60
40,ChIJZRgXIeht5kcRzMB45Y0KjWw,48.8754064,2.3814554,La Brick,"{'0': [{'_1': 12.0, '_2': 23.0}], '1': [], '2': [{'_1': 12.0, '_2': 23.0}], '3': [{'_1': 12.0, '_2': 23.0}], '4': [{'_1': 12.0, '_2': 23.0}], '5': [{'_1': 12.0, '_2': 23.0}], '6': [{'_1': 12.0, '_2': 23.0}]}",3.9,60
41,ChIJcRjRXA9u5kcRzbTrhEXDVRU,48.866418,2.360937,Sushi Yaki,"{'0': [{'_1': 18.0, '_2': 23.0}], '1': [{'_1': 12.0, '_2': 15.0}, {'_1': 18.0, '_2': 23.0}], '2': [{'_1': 12.0, '_2': 15.0}, {'_1': 18.0, '_2': 23.0}], '3': [{'_1': 12.0, '_2': 15.0}, {'_1': 18.0, '_2': 23.0}], '4': [{'_1': 12.0, '_2': 15.0}, {'_1': 18.0, '_2': 23.0}], '5': [{'_1': 12.0, '_2': 15.0}, {'_1': 18.0, '_2': 23.0}], '6': [{'_1': 12.0, '_2': 15.0}, {'_1': 18.0, '_2': 23.0}]}",3.8,60
42,ChIJVQJnH8Ft5kcRI_CwOgXOhPI,48.87928369999999,2.3884382,Gabay Levi (Sarl) Sarl,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",0.0,60
43,ChIJ01vBbhFu5kcRcydtcHjKQOc,48.8703319,2.353115299999999,Le Rajpout,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",1.0,60
44,ChIJg8llyhNu5kcRuSyOIPtGXOg,48.8723718,2.353868899999999,Hutch Hot-Dogs House,"{'0': [{'_1': 11.0, '_2': 24.0}, {'_1': 0.0, '_2': 1.0}], '1': [{'_1': 0.0, '_2': 1.0}, {'_1': 11.0, '_2': 24.0}], '2': [{'_1': 0.0, '_2': 1.0}, {'_1': 11.0, '_2': 24.0}], '3': [{'_1': 0.0, '_2': 1.0}, {'_1': 11.0, '_2': 24.0}], '4': [{'_1': 0.0, '_2': 1.0}, {'_1': 11.0, '_2': 24.0}], '5': [{'_1': 0.0, '_2': 1.0}, {'_1': 11.0, '_2': 24.0}], '6': [{'_1': 0.0, '_2': 1.0}, {'_1': 11.0, '_2': 24.0}]}",3.5,60
45,ChIJJ84mN65v5kcRORMjCMyrQQE,48.8881175,2.316689,La Gioconda,"{'0': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.0, '_2': 23.0}], '1': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.0, '_2': 23.0}], '2': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.0, '_2': 23.0}], '3': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.0, '_2': 23.0}], '4': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.0, '_2': 23.0}], '5': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.0, '_2': 23.0}], '6': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.0, '_2': 23.0}]}",4.1,60
46,ChIJ-0CU-TZu5kcRmlXTdx9Ylc8,48.8738885,2.3310899,Café de l'Opéra,"{'0': [], '1': [{'_1': 7.0, '_2': 21.0}], '2': [{'_1': 7.0, '_2': 21.0}], '3': [{'_1': 7.0, '_2': 21.0}], '4': [{'_1': 7.0, '_2': 21.0}], '5': [{'_1': 7.0, '_2': 21.0}], '6': [{'_1': 7.0, '_2': 21.0}]}",2.9,60
47,ChIJI2U6YXZu5kcRUJT7LT-nrPU,48.8819577,2.3665207,Touytouyt - Restaurant Franco-Cambodgien,"{'0': [], '1': [{'_1': 12.0, '_2': 14.5}], '2': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.0, '_2': 22.5}], '3': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.0, '_2': 22.5}], '4': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.0, '_2': 22.5}], '5': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.0, '_2': 22.5}], '6': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.0, '_2': 22.5}]}",4.8,60
48,ChIJo_gDfA5u5kcRbb7--_G78So,48.8706621,2.3594171,Le Petit Château d'Eau,"{'0': [{'_1': 0.0, '_2': 2.0}], '1': [{'_1': 8.0, '_2': 24.0}], '2': [{'_1': 8.0, '_2': 24.0}], '3': [{'_1': 8.0, '_2': 24.0}], '4': [{'_1': 8.0, '_2': 24.0}], '5': [{'_1': 8.0, '_2': 24.0}], '6': [{'_1': 0.0, '_2': 2.0}, {'_1': 9.0, '_2': 24.0}]}",4.0,60
49,ChIJlcpd3Atu5kcRa22_Ew1CByo,48.87140230000001,2.364117999999999,Le Repère,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",4.0,60
50,ChIJOxssZQ9u5kcRHqDB1wVDF6g,48.8664525,2.3599632,La Favorite,"{'0': [{'_1': 7.0, '_2': 24.0}, {'_1': 0.0, '_2': 2.0}], '1': [{'_1': 0.0, '_2': 2.0}, {'_1': 7.0, '_2': 24.0}], '2': [{'_1': 0.0, '_2': 2.0}, {'_1': 7.0, '_2': 24.0}], '3': [{'_1': 0.0, '_2': 2.0}, {'_1': 7.0, '_2': 24.0}], '4': [{'_1': 0.0, '_2': 2.0}, {'_1': 7.0, '_2': 24.0}], '5': [{'_1': 0.0, '_2': 2.0}, {'_1': 7.0, '_2': 24.0}], '6': [{'_1': 0.0, '_2': 2.0}, {'_1': 7.0, '_2': 24.0}]}",3.6,60
51,ChIJ10w-zwBy5kcRPScM4iB-Xio,48.8540232,2.3717803,Les Visiteurs,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",0.0,60
52,ChIJc0o59jlu5kcRozzScUSGnp8,48.8714787,2.3356773,レオン ド ブリュッセル (オペラ店)ムール貝,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",4.0,60
53,ChIJgX3s2MNt5kcRUUb9_RTNdUU,48.8788875,2.385623,Osteria Sicilia,"{'0': [], '1': [], '2': [{'_1': 12.0, '_2': 14.0}, {'_1': 19.0, '_2': 22.0}], '3': [{'_1': 12.0, '_2': 14.0}, {'_1': 19.0, '_2': 22.0}], '4': [{'_1': 12.0, '_2': 14.0}, {'_1': 19.0, '_2': 22.0}], '5': [{'_1': 12.0, '_2': 14.0}, {'_1': 19.0, '_2': 22.0}], '6': [{'_1': 12.0, '_2': 14.0}, {'_1': 19.0, '_2': 22.0}]}",0.0,60
54,ChIJxaCxpBRu5kcRQ9-jT_pb_YE,48.8753608,2.3510264,Le Fantôme,"{'0': [{'_1': 0.0, '_2': 2.0}], '1': [], '2': [{'_1': 11.0, '_2': 24.0}], '3': [{'_1': 0.0, '_2': 2.0}, {'_1': 11.0, '_2': 24.0}], '4': [{'_1': 0.0, '_2': 2.0}, {'_1': 11.0, '_2': 24.0}], '5': [{'_1': 0.0, '_2': 2.0}, {'_1': 11.0, '_2': 24.0}], '6': [{'_1': 0.0, '_2': 2.0}, {'_1': 18.0, '_2': 24.0}]}",3.6,60
55,ChIJ3aWuoQtu5kcRA3hEt0vbvpc,48.87315299999999,2.3643653,Le Citizen Hôtel,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",4.6,60
56,ChIJE_HA8ahqHRURQcj0sIoDC04,32.3302717,34.8529149,Pundak HaYam,"{'0': [{'_1': 9.0, '_2': 22.0}], '1': [{'_1': 9.0, '_2': 22.0}], '2': [{'_1': 9.0, '_2': 22.0}], '3': [{'_1': 9.0, '_2': 22.0}], '4': [{'_1': 9.0, '_2': 22.0}], '5': [{'_1': 9.0, '_2': 16.5}], '6': [{'_1': 9.0, '_2': 22.0}]}",3.8,120
57,ChIJ4QEz-D1u5kcRZEGju1lu3IM,48.8707192,2.3455899,Bar Para Li,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",0.0,60
58,ChIJF_0s3z1u5kcRM1BLj1zRKxE,48.8711479,2.3438029,L'Entracte,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",0.0,60
59,ChIJyf7DShJu5kcRYGlZE2mXqIo,48.87240070000001,2.3542902,Julhès,"{'0': [{'_1': 10.0, '_2': 13.0}], '1': [{'_1': 9.5, '_2': 20.5}], '2': [{'_1': 9.5, '_2': 20.5}], '3': [{'_1': 9.5, '_2': 20.5}], '4': [{'_1': 9.5, '_2': 20.5}], '5': [{'_1': 9.5, '_2': 20.5}], '6': [{'_1': 9.5, '_2': 20.5}]}",4.2,60
60,ChIJV5oPThFu5kcRJPYlDJN6TfU,48.87050979999999,2.3516535,Zheng,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",0.0,60
61,ChIJIR2Kpxdu5kcRXeYknf4wkxo,48.86800950000001,2.3482408,LaTarte,"{'0': [], '1': [{'_1': 9.0, '_2': 15.0}], '2': [{'_1': 9.0, '_2': 15.0}], '3': [{'_1': 9.0, '_2': 15.0}], '4': [{'_1': 9.0, '_2': 15.0}], '5': [{'_1': 9.0, '_2': 15.0}], '6': []}",4.3,60
62,ChIJyYUZJuZt5kcRM_esWinHrfA,48.8725666,2.3795194,Dong Fa,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",5.0,60
63,ChIJk_MiO01u5kcRBsAn9CQJrXc,48.8849983,2.3252833,Agadipain,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",3.0,60
64,ChIJgVj0agpu5kcR8gV5Xvv6RMk,48.872172,2.3669132,Blanchisserie Bichat,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",3.0,60
65,ChIJ___L5Qtu5kcRrYDBMW_-lHo,48.8714337,2.3635773,La Cantine Du 10,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': []}",0.0,60
66,ChIJF1-B_JBx5kcRbLtg91grL9w,48.8281659,2.3500869,Butte aux Thai,"{'0': [{'_1': 19.0, '_2': 22.5}], '1': [], '2': [{'_1': 12.5, '_2': 14.5}, {'_1': 19.0, '_2': 22.75}], '3': [{'_1': 12.5, '_2': 14.5}, {'_1': 19.0, '_2': 22.75}], '4': [{'_1': 12.5, '_2': 14.5}, {'_1': 19.0, '_2': 22.75}], '5': [{'_1': 12.0, '_2': 14.5}, {'_1': 19.0, '_2': 23.0}], '6': [{'_1': 12.5, '_2': 14.5}, {'_1': 19.0, '_2': 22.75}]}",4.6,60
